Name	Description	Lat	Long
Paul "Butch" Schaefer	Eveleth	47.462432	-92.539825
Al Suomi	Eveleth	47.462432	-92.539825
Ernest "Ike" Klingbeil	Hancock	47.126991	-88.580815
Ben "Bun" LaPrairie	Sault Ste. Marie	46.49515	-84.34369
Jack Howard	London	42.98782	-81.241753
Gordon Reid	Mount Albert	44.136239	-79.308256
Lloyd Jackson	Ottawa	45.420543	-75.691767
Alex Woods	Falkirk		
Howard Mackie	Kitchener	43.434673	-80.478375
Alfie Moore	Toronto	43.104333	-79.421096
Jimmy Fowler	Toronto	43.652976	-79.382856
George Parsons	Toronto	43.652976	-79.382856
George Brown	Winnipeg	49.898957	-97.136776
Les Cunningham	Calgary	51.045074	-114.059049
Don Deacon	Regina	50.454439	-104.605965
Charles Shannon	Campbellford	44.308416	-77.797086
Frank Beisler	New Haven	41.308346	-72.927036
Earl Robertson	Bengough	49.396853	-105.127831
Joe Krol	Winnipeg	49.898957	-97.136776
Jimmy Orlando	Montreal	45.511528	-73.550721
Gordie Drillon	Moncton	46.087187	-64.777598
Jimmy Franks	Melville	50.929508	-102.804478
Pete Leswick	Saskatoon	52.13249	-106.683119
Wilf Field	Winnipeg	49.898957	-97.136776
Eddie Wares	Calgary	51.045074	-114.059049
Clint Smith	Assiniboia	49.633616	-105.991783
Harold Jackson	Cedar Springs	42.280609	-82.031198
Bryan Hextall	Grenfell	50.411586	-102.930089
Syl Apps	Paris	43.194107	-80.384498
Walter "Turk" Broda	Brandon	49.848577	-99.950312
Milt Schmidt	Kitchener	43.434673	-80.478375
Oscar Hanson	Camrose	53.022854	-112.828176
Rudy Ahlin	Eveleth	47.46249	-92.539825
Clarence Drouillard	Windsor	42.314259	-83.037386
Maurice Croghan	Montreal	45.511528	-73.550721
Pete Bessone	New Bedford	41.635745	-70.935794
Ivan "Hickey" Nicholson	Charlotettown	46.238953	-63.131711
Paul Gauthier	Winnipeg	49.898957	-97.136776
Bobby Kirk	Belfast		
Don Willson	Chatham	42.407626	-91.185303
Larry Molyneaux	Sutton West	44.311885	-79.349932
Ronnie Hudson	Timmins	48.477266	-81.331374
Armand Raymond	Montreal	45.511528	-73.550721
Charles Corrigan	Moosomin	50.143711	-101.666724
Paul Goodman	Selkirk	50.143794	-96.875592
Rudolph "Bingo" Kampman	Kitchener	43.434673	-80.478375
Bill Summerhill	Toronto	43.652976	-79.382856
Des Smith	Ottawa	45.420543	-75.691767
Felix "Gus" Mancuso	Niagara Falls	43.089796	-79.088035
Tony Demers	Chambly	45.439167	-73.290226
Vic Heyliger	Boston	42.357025	-71.063509
Carl "Cully" Dahlstrom	Minneapolis	44.983812	-93.26872
Virgil Johnson	Minneapolis	44.983812	-93.26872
Murray Armstrong	Manor	49.605982	-102.085586
Wilbert "Dutch" Hiller	Kitchener	43.434673	-80.478375
Carl Liscombe	Perth	44.898927	-76.248354
Mel Hill	Glenboro	49.557986	-99.289272
Murray "Muzz" Patrick	Victoria	48.428388	-123.365627
Erwin "Murph" Chamberlain	Shawville	45.603787	-76.491578
Jack Crawford	Dublin	43.50385	-81.286604
Robert "Red" Hamill	Toronto	43.652976	-79.382856
Harvey Teno	Windsor	42.314259	-83.037386
Harry Frost	Deer Lake	45.05633	-78.077904
Marcel Tremblay	St. Boniface	49.88783	-97.117031
John "Red" Keating	Kitchener	43.434673	-80.478375
Claude Bourque	Oxford	45.736806	-63.867731
Bill Carse	Edmonton	53.544455	-113.490859
Pat McReavy	Owen Sound	44.569001	-80.940608
Eddie Bush	Collingwood	44.500417	-80.217538
Robert "Red" Heron	Toronto	43.652976	-79.382856
Roy "Gus" Giesebrecht	Pembroke	45.826723	-77.110541
Pete Langelle	Winnipeg	49.898957	-97.136776
Alvin "Buck" Jones	Owen Sound	44.569001	-80.940608
Connie Brown	Vankleek Hill	45.519738	-74.652198
Ken Kilrea	Ottawa	45.420543	-75.691767
Bill Thomson	Troon-Ayrshire		
Jack Shewchuk	Brantford	43.138841	-103.265139
Jack Church	Kamsack	51.564956	-101.898302
Don Grosso	Sault Ste. Marie	46.521978	-84.344115
Ab DeMarco	North Bay	46.308722	-79.46156
George Allen	Bayfield	46.138371	-63.816771
Terry Reardon	Winnipeg	49.898957	-97.136776
Don Metz	Wilcox	50.097929	-104.722594
Frank Brimsek	Eveleth	47.462432	-92.540082
Roy Conacher	Toronto	43.652976	-79.382856
Jack Stewart	Pilot Mound	49.202297	-98.893107
Sid Abel	Melville	50.929562	-102.804564
Gordon Poirier	Maple Creek	49.90668	-109.479758
Bert Peer	Port Credit	43.552133	-79.584038
Phil Stein	Toronto	43.653225	-79.381139
Stanford Smith	Coal Creek - near Fernie - ghost town	49.486433	-114.989959
John Polich	Hibbing	47.426991	-92.939017
Lex Chisholm	Galt	43.361502	-80.316109
Bill Allum	Winnipeg	49.898957	-97.136776
Jack Tomson	Uxbridge		
Joe Fisher	Medicine Hat	50.040168	-110.67609
Rhys Thomson	Toronto	43.653225	-79.381139
Phil "Nip" Hergesheimer	Winnipeg	49.898957	-97.136776
William "Smiley" Meronek	Stony Mountain	50.087628	-97.219452
Byron "Butch" McDonald	Assiniboia	49.633616	-105.991783
James "Kilby" Macdonald	Ottawa	45.420543	-75.691767
John Chad	Provost	52.356117	-110.260578
Hank Goldup	Kingston	44.230449	-76.487058
Alf Pike	Winnipeg	49.898957	-97.136776
Bob Carse	Edmonton	53.544455	-113.490859
Billy Taylor	Winnipeg	49.898957	-97.136776
Pat Egan	Blackie	50.608484	-113.628753
Wally Stanowski	Winnipeg	49.898957	-97.136776
Doug Bentley	Delisle	51.923821	-107.134617
Jack Adams	Calgary	51.045074	-114.059049
David MacKay	Cardston	49.195254	-113.301737
Archie Wilder	Melville	50.929508	-102.804478
Art Herchenratter	Kitchener	43.434673	-80.478375
Lloyd Finkbeiner	Guelph	43.545259	-80.249781
Vivan "Squee" Allen	Bayfield	46.138371	-63.816771
Alex Singbush	Winnipeg	49.898957	-97.136776
Pete Slobodian	Dauphin	51.150199	-100.049961
Ralph "Bus" Wycherley	Saskatoon	52.13249	-106.683119
Sam LoPresti	Elcor	47.505233	-92.440999
John "Peanuts" O'Flaherty	Toronto	43.652976	-79.382856
Bill Benson	Winnipeg	49.898957	-97.136776
Andy Branigan	Winnipeg	49.898957	-97.136776
Stuart Smith	Winnipeg	49.898957	-97.136776
Bob Whitelaw	Motherwell		
Tony Graboski	Timmins	48.477266	-81.331374
Clarence "Dick" Behling	Kitchener	43.434673	-80.478375
Fred Hunt	Brantford	43.138841	-93.265139
Joe Papike	Eveleth	47.462432	-92.539825
Bill Jennings	Toronto	43.652976	-79.382856
Fred Thurier	Granby	45.403328	-72.733552
Gordon Bruce	Ottawa	45.420543	-75.691767
Joe Benoit	St. Albert	53.630626	-113.62666
Norm Larson	Moose Jaw	50.391799	-105.536425
Johnny Mowers	Niagara Falls	43.089796	-79.088035
Les Douglas	Perth	44.898927	-76.248354
Paul Bibeault	Montreal	45.511528	-73.550721
John Mariucci	Eveleth	47.462432	-92.539825
John Quilty	Ottawa	45.420543	-75.691767
Herb Foster	Brockville	44.589491	-75.684678
Ed Bruneteau	St. Boniface	49.88783	-97.117031
Ken Reardon	Winnipeg	49.898957	-97.136776
Joe Carveth	Regina	50.454439	-104.605965
Bill Juzda	Winnipeg	49.898957	-97.136776
Max Bentley	Delisle	51.923821	-107.134617
Elmer Lach	Nokomis	51.508704	-105.009077
Hazen McAndrew	Mayo	63.594702	-135.895911
Napoleon "Bunny" Dame	Edmonton	53.544455	-113.490859
Norm Burns	Youngstown	51.528631	-111.205584
Norman Tustin	Regina	50.454439	-104.605965
Lloyd Gronsdahl	Norquay	51.882137	-102.088212
Jim Haggerty	Port Arthur	48.430885	-89.234172
Ken Stewart	Port Arthur	48.430885	-89.234172
Joe Turner	Windsor	42.314259	-83.037386
Nick Damore	Niagara Falls	43.089796	-79.088035
William "Nick" Knott	Kingston	44.230449	-76.487058
Connie Tudin	Ottawa	45.420543	-75.691767
Pete Morin	Lachine	45.44521	-73.685071
Bill Dickie	Campbellton	48.007793	-66.670838
Aud Tuten	Enterprise	31.315055	-85.854975
Gerald Heffernan	Montreal	45.511528	-73.550721
Frank Mario	Esterhazy	50.656945	-102.075991
Bill "Red" Mitchell	Toronto	43.652976	-79.382856
John McCreedy	Winnipeg	49.898957	-97.136776
Gerry Brown	Edmonton	53.544455	-113.490859
Alan Kuntz	Toronto	43.104333	-79.421096
Jack McGill	Edmonton	53.544455	-113.490859
Hubert Macey	Big River	53.833656	-107.031227
George "Wingy" Johnston	Winnipeg	49.898515	-97.146045
Leo Lamoureux	Espanola	46.26568	-81.770872
Cliff Thompson	Winchester	42.452284	-71.13764
Grant Warwick	Regina	50.454439	-104.605965
Alex Kaleta	Canmore	53.022854	-112.828176
Doug McCaig	Guelph	43.545259	-80.249781
Herbert "Buddy" O'Connor	Montreal	45.511528	-73.550721
Ernie Dickens	Winnipeg	49.898957	-97.136776
Clare Martin	Waterloo	43.463906	-80.521829
Adam Brown	Johnstone		
Chuck Rayner	Sutherland	52.139779	-106.606093
Gaye Stewart	Fort William	48.345006	-89.34821
Jim Henry	Winnipeg	49.898957	-97.136776
Bill Mosienko	Winnipeg	49.898957	-97.136776
Bob Goldham	Georgetown	43.650381	-79.903872
Emile "Butch" Bouchard	Montreal	45.511528	-73.550721
Harry Watson	Saskatoon	52.13249	-106.683119
Ken Mosdell	Montreal	45.511528	-73.550721
Spence Tatchell	Lloydminster	53.278381	-110.006953
Jack Forsey	Swift Current	50.285397	-107.797529
Reg Bentley	Delisle	51.923821	-107.134617
Stephen Buzinski	Dunblane	51.203191	-106.880082
Angus "Scotty" Cameron	Prince Albert	53.203668	-105.7538
Vic Myles	Moose Jaw	50.391799	-105.536425
Bob Kirkpatrick	Regina	50.454439	-104.605965
Jack Schmidt	Regina	50.454439	-104.605965
Bill "Red" Anderson	Tillsonburg	42.865948	-80.733803
Shep Mayer	Sturgeon Fall	46.364591	-79.922434
Dudley "Red" Garrett	Toronto	43.652976	-79.382856
Charlie "Red" Phillips	Toronto	43.653225	-79.381139
Leo Carbol	Ottawa	45.420543	-75.691767
Alex Smart	Ottawa	45.420543	-75.691767
Lionel Bouvrette	Hawkesbury	45.60719	-74.604866
Ernie Laforce	Montreal	45.511528	-73.550721
Irving McGibbon	Antigonish	45.623098	-61.99264
Joe Matte	Bourget	45.435033	-75.157841
Marcel "Ching" Dheere	St. Boniface	49.88783	-97.117031
Linthwaite Bend	Poplar Point	50.057033	-97.976239
George Boothman	Calgary	51.045074	-114.059049
Bill Warwick	Regina	50.454439	-104.605965
Gordon Davidson	Morley	48.744769	-94.182363
Jack Ingoldsby	Toronto	43.652976	-79.382856
Oscar Aubuchon	St. Hyacinthe	45.631819	-72.955405
Billy Gooden	Winnipeg	49.898957	-97.136776
John "Cully" Simon	Brockville	44.589491	-82.684678
Jerome "Jud" McAtee	Stratford	43.36951	-80.981931
Norm Calladine	Peterborough	44.308684	-78.320081
Johnny Mahaffy	Montreal	45.511528	-73.550721
Joe Shack	Winnipeg	49.898957	-97.136776
Jack McLean	Winnipeg	49.898957	-97.136776
Mike McMahon	Brockville	44.589491	-80.684678
Johnny Holota	Hamiton	43.253309	-79.868105
Jackie Hamilton	Trenton	44.101884	-77.576009
Bill Shill	Toronto	43.652976	-79.382856
Joe Bell	Portage la Prairie	49.972197	-98.289257
Don Gallinger	Port Colborne	42.886485	-79.252168
Norman "Bud" Poile	Fort William	48.345006	-89.34821
Bob Copp	Port Elgin	46.049648	-64.087355
Glen Harmon	Holland	49.594356	-98.881232
Armand "Bep" Guidolin	Thorold	43.108599	-79.215297
Vic Lynn	Saskatoon	52.13249	-106.683119
Joe Klukay	Sault Ste. Marie	46.521978	-84.344115
Bill Quackenbush	Toronto	43.652976	-79.382856
Ted Kennedy	Port Colborne	42.886485	-79.252168
Maurice "Rocket" Richard	Montreal	45.511528	-73.550721
Russ Kopak	Edmonton	53.544455	-113.490859
Don Campbell	Drumheller	51.461704	-112.707818
Hec Highton	Medicine Hat	50.040168	-110.67609
Henry Dyck	Saskatoon	52.13249	-106.683119
Gordon Buttrey	Regina	50.454439	-104.605965
Al Rittinger	Regina	50.454439	-104.605965
Art Strobel	Regina	50.454439	-104.605965
Joe "Otto" Schmidt	Odessa	50.2849	-103.787039
Tom "Moose" Dewar	Frobisher	49.207517	-102.427658
Clarence Schmidt	Williams	48.767466	-94.954448
James Jamieson	Brantford	43.138841	-94.265139
Aldo Palazzari	Eveleth	47.462432	-92.539825
Bernard Ruelle	Houghton	47.121176	-88.56914
Rudy Zunich	Calumet	47.246601	-88.454157
Eric "Doc" Prentice	Schumacher	48.476848	-81.29834
Frank "Red" Kane	Stratford	43.36951	-80.981931
Carl "Winky" Smith	Cache Bay	46.378574	-79.979738
Dalton "Nakina" Smith	Cache Bay	46.378574	-79.979738
Jack Dyte	New Liskeard	47.508572	-79.678789
Frank Bennett	Toronto	43.652976	-79.382856
Walt "Whitey" Farrant	Toronto	43.652976	-79.382856
Don Webster	Toronto	43.652976	-79.382856
Bob McDonald	Toronto	43.653225	-79.381139
Hank D'Amore	Niagara Falls	43.089796	-79.088035
Lloyd Mohns	Petawawa	45.89743	-77.281287
George Abbott	Synenham	44.407396	-76.600434
Frank Dunlap	Ottawa	45.420543	-75.691767
Bob Walton	Ottawa	45.420543	-75.691767
John Wilkinson	Ottawa	45.422953	-75.689707
Jack Toupin	Trois-Rivieres	46.343385	-72.549593
Maurice Courteau	Quebec City	46.803455	-71.242647
Alfred "Red" Carr	Winnipeg	49.898957	-97.136776
Max Labovitch	Winnipeg	49.898957	-97.136776
Gordon "Moose" Sherritt	Oakville	49.929437	-98.003884
Archie Fraser	Souris	49.621147	-100.258053
John McDonald	Swan River	52.105444	-101.270318
George Grigor	Edinburgh		
Ken McAuley	Edmonton	53.544455	-113.490859
Johnny Harms	Saskatoon	52.13249	-106.683119
Bob Dill	St. Paul	44.953558	-93.090261
Tony Bukovich	Painesdale	47.04329	-88.672328
Tom Brennan	Westmount	45.486076	-73.601229
Fern Majeau	Verdun	45.455173	-73.569889
Ross Johnstone	Montreal	45.511528	-73.550721
Guy Labrie	St. Charles	45.669045	-73.156713
Connie Dion	St. Remi de Tinqwick	45.863748	-71.821902
Tom "Windy" O'Neill	Deseronto	44.195223	-77.049318
Jackie Mann	Winnipeg	49.898957	-97.136776
Lude Check	Brandon	49.848577	-99.950312
Chuck Scherza	Brandon	49.848577	-99.950312
Felix "Rollie" Rossignol	Edmundston	47.369189	-68.32394
Elwin "Moe" Morris	Toronto	43.652976	-79.382856
Tod Campeau	St. Jerome	45.77589	-74.009716
Fern Gauthier	Chicoutimi	48.422738	-71.061304
Bill Durnan	Toronto	43.652976	-79.382856
Roger Leger	Riviere Rouge	46.412324	-74.871272
Bob Fillion	Thetford Mines	46.102206	-71.305171
Billy Reay	Winnipeg	49.898957	-97.136776
Hy Buller	Montreal	45.511528	-73.550721
Jean Marois	Quebec	46.803455	-71.242647
Gus Bodnar	Fort William	48.345006	-89.34821
Don Raleigh	Kenora	49.766395	-94.487216
Harry Lumley	Owen Sound	44.569001	-80.940608
Alex Ritson	Peace River	56.234413	-117.288749
Russ "Buster" Brayshaw	Rosthern	52.662462	-106.331821
Martin "Buster" Zoborosky	Moose Jaw	50.391799	-105.536425
Harvey Bennett	Edington	50.944906	-104.036748
Joe Bretto	Hibbing	47.426991	-92.935927
Pete Backor	Fort William	48.345006	-89.34821
Walt Atanas	Hamilton	43.253309	-79.868105
Hal Cooper	New Liskeard	47.508572	-79.678789
Jim Drummond	Toronto	43.652976	-79.382856
Bill Cupolo	Niagara Falls	43.089796	-79.088035
Rosario "Kitoute" Joannette	Valleyfield	45.250454	-74.132638
Les Ramsay	Verdun	45.455173	-73.569889
Eddie Emberg	Montreal	45.511528	-73.550721
Paul Gladu	St. Hyacinthe	45.631819	-72.955405
Gino Rozzini	Shawinigan Falls	46.562481	-72.743091
Armand Gaudreault	Saint-Felicien	48.65155	-72.448639
Marcel Fillion	Thetford Mines	46.102206	-71.305171
Len Wharton	WInnipeg	49.898957	-97.136776
Frank "Butch" Stahan	Minnedosa	50.24718	-99.838562
Harvey Fraser	Soures	49.621147	-100.258053
Frank McCool	Calgary	51.045074	-114.059049
Doug Stevenson	Regina	50.454439	-104.605965
Larry Thibeault	Charlestone	44.575301	-75.997922
Nils Tremblay	Murray Bay	47.658043	-70.147789
Steve Wochy	Fort William	48.345006	-89.34821
Bill Moe	Danvers	42.575177	-70.932042
Kenny Smith	Moose Jaw	50.391799	-105.536425
Pete Horeck	Massey	46.212639	-82.07753
Murray Henderson	Toronto	43.652976	-79.382856
Frank Eddolls	Lachine	45.44521	-73.685071
Gerry Couture	Saskatoon	52.13249	-106.683119
Bill Ezinicki	Winnipeg	49.898957	-97.136776
Fern Flaman	Dysart	50.944987	-104.036705
Ted Lindsay	Renfrew	45.475246	-76.687485
Aldege "Baz" Bastien	Timmins	48.477266	-81.331374
Armand "Dutch" Delmonte	Timmins	48.477266	-81.331374
Leonard "Moe" White	Verdun	45.455173	-73.569546
Rollie McLenahan	Fredericton	45.96396	-66.643204
Harold Brown	Brandon	49.848577	-99.950312
Doug Baldwin	Winnipeg	49.898957	-97.136776
Church Russell	Winnipeg	49.898957	-97.136776
Rene Trudell	Mariapolis	49.360729	-98.989504
Murdo MacKay	Fort William	48.345006	-89.34821
Pat Lundy	Saskatoon	52.13249	-106.683119
Gerry Plamondon	Sherbrooke	45.400915	-71.882336
Jim Conacher	Motherwell		
George "Hully" Gee	Stratford	43.36951	-80.981931
Leo Reise	Stoney Creek	43.227162	-79.719297
Jim Peters	Verdun	45.455173	-73.569546
Edgar Laprade	Mine Center	48.76699	-92.616946
Hal Laycoe	Sutherland	52.139779	-106.606093
Gordon Bell	Portage la Prairie	49.972197	-98.289257
Cal Gardner	Transcona	49.895159	-97.016142
Tony Leswick	Humboldt	52.202175	-105.122725
Jim Thomson	Winnipeg	49.898957	-97.136776
George Pargeter	Calgary	51.045074	-114.059049
Hugh Millar	Edmonton	53.544455	-113.490859
Mark Marquess	Bassano	50.789555	-112.468659
Frank Ashworth	Moose Jaw	50.391799	-105.536425
Harry Bell	Regina	50.454439	-104.605965
Thain Simon	Brockville	44.589491	-83.684678
Jack Jackson	Windsor	42.314259	-83.037386
Lloyd "Red" Doran	South Porcupine	48.48537	-81.210257
Norm McAtee	Stratford	43.36951	-80.981931
Joe Levandoski	Cobalt	47.39547	-79.686039
Harry Dick	Port Colborne	42.886485	-79.252168
Tony Licari	Ottawa	45.420543	-75.691767
Melvin Read	Montreal	45.511528	-73.550721
Eddie Barry	Wellesley	42.30651	-71.284866
Tom Fowler	Winnipeg	49.898957	-97.136776
Doug Lewis	Winnipeg	49.898957	-97.136776
Cliff Simpson	Toronto	43.652976	-79.382856
Hank Blade	Peterborough	44.308684	-78.320081
Ralph Nattrass	Regina	50.454439	-104.605965
Garth Boesch	Milestone	49.99168	-104.515678
Jean-Paul Denis	Montreal	45.511528	-73.550721
Sherman White	Cape Tormentine	46.129687	-63.788112
Jack Lancien	Swift Current	50.285397	-107.797529
Bob Dawes	Saskatoon	52.13249	-106.683119
Bill Barilko	Timmins	48.477266	-81.331374
Leo Gravelle	Aylmer	45.395004	-75.843673
Emile Francis	North Battleford	52.776322	-108.29849
Harry Taylor	St. James-assiniboia	49.89	-97.189132
Ralph "Red" Almas	Saskatoon	52.13249	-106.683119
Enio Sclisizzi	Milton	43.518402	-79.876518
Pentti Lund	Karijoki		
Howie Meeker	Kitchener	43.434673	-80.478375
Jim McFadden	Belfast		
Calum MacKay	Toronto	43.652976	-79.382856
Jean Lamirande	Shawinigan Falls	46.562481	-72.743091
Al Dewsbury	Goderich	43.743531	-81.713852
Sid Smith	Toronto	43.104333	-79.421096
Johnny Peirson	Winnipeg	49.898957	-97.136776
Gus Mortson	New Liskeard	47.508572	-79.678789
Bill Gadsby	Calgary	51.045074	-114.059049
Gordie Howe	Floral - S7M 3G9	52.112501	-106.701995
Arthur Michaluk	Canmore	53.022854	-112.828176
Dick Butler	Delisle	51.923821	-107.134617
Rod Morrison	Saskatoon	52.13249	-106.683119
Barry Sullivan	Preston	43.397396	-80.351128
Bob DeCourcy	Toronto	43.652976	-79.382856
Ronnie Rowe	Toronto	43.652976	-79.382856
Ken Davies	Bowmanville	43.913058	-78.689606
Hub Anslow	Pembroke	45.826723	-77.110541
Eddie Nicholson	Kingston	44.230449	-76.487058
Wally Wilson	Berwick	45.04525	-64.73482
Tom McGratton	Brantford	43.139843	-80.264967
Doug Jackson	Winnipeg	49.898957	-97.136776
Larry "King" Kwong	Vernon	50.267128	-119.270725
Cy Thomas	Dowlais		
George Robertson	Kenora	49.766395	-94.487216
Les Costello	South Porcupine	48.48537	-81.210257
Jacques Locas	Montreal	45.511528	-73.550721
Ray Manson	St. Boniface	49.88783	-97.117031
Phil Samis	Edmonton	53.544455	-113.490859
Howard Riopelle	Ottawa	45.420543	-75.691767
Fern Perreault	Chambly	45.438023	-73.290141
Arnie Kullman	Winnipeg	49.898957	-97.136776
Fred Shero	Winnipeg	49.898957	-97.136776
Winston "Bing" Juckes	Hamiota	50.180094	-100.599741
Don Morrison	Saskatoon	52.13249	-106.683119
Max McNab	Watson	52.129504	-104.527579
Ed Harrison	Mimico	43.612615	-79.494098
Norm Dussault	Springfield	42.101251	-72.589815
Pete Babando	Braeburn	40.604674	-79.713
Ed Slowinski	Winnipeg	49.898957	-97.136776
Ed Kullman	Winnipeg	49.898957	-97.136776
John McCormack	Edmonton	53.544455	-113.490859
Paul Ronty	Toronto	43.104333	-79.421096
Lee Fogolin	Fort William	48.345006	-89.34821
Ed Sandford	New Toronto	43.600593	-79.505681
Marty Pavelich	Sault Ste. Marie	46.521978	-84.344115
Gerry McNeil	Quebec City	46.803455	-71.242647
Metro Prystai	Yorkton	51.213424	-102.462645
Floyd Curry	Chapleau	47.844501	-83.404365
Dunc Fisher	Regina	50.454439	-104.605965
Fleming Mackell	Montreal	45.511528	-73.550721
Nick Mickoski	Winnipeg	49.898957	-97.136776
Tod Sloan	Vinton	45.782458	-76.620964
Tom Johnson	Baldur	49.385582	-99.243703
Leonard "Red" Kelly	Simcoe	42.837318	-80.304218
Doug Harvey	Montreal	45.511528	-73.550721
Ed Dorohoy	Medicine Hat	50.040168	-110.67609
Alan "Red" Staley	Regina	50.454439	-104.605965
Stan "Bud" Kemp	Hamilton	43.253309	-99.868105
Ray Ceresino	Port Arthur	48.430885	-89.234172
Ray Hannigan	Schumacher	48.476848	-81.29834
Jerry Reid	Owen Sound	44.569001	-80.940608
Val Delory	Toronto	43.652976	-79.382856
Les Colvin	Oshawa	43.896099	-78.864618
Ralph "Bucky" Buchanan	Montreal	45.511528	-73.550721
Wes "Bucko" Trainor	Charlottetown	46.238953	-63.131711
Nels Podolsky	Winnipeg	49.898957	-97.136776
Clint Albright	Winnipeg	49.898957	-97.136776
Chuck Blair	Edinburgh		
Al Buchanan	Winnipeg	49.898957	-97.136776
Norman "Odie" Lowe	Winnipeg	49.898957	-97.136776
Dick Kotanen	Port Arthur	48.430885	-89.234172
Jack Gordon	Winnipeg	49.898957	-97.136776
Frank Mathers	Winnipeg	49.898957	-97.136776
Ed Kryzanowski	Fort Frances	48.61002	-93.395052
Gordie Henry	Owen Sound	44.569001	-80.940608
Fred Glover	Toronto	43.652976	-79.382856
Jack Gelineau	Toronto	43.652976	-79.382856
Ray Timgren	Windsor	42.314259	-83.037386
Jim "Bud" MacPherson	Edmonton	53.544455	-113.490859
Zellio Toppazzini	Copper Cliff	46.47538	-81.069033
Dave Creighton	Port Arthur	48.430885	-89.234172
Bert Olmstead	Sceptre	50.861671	-109.267045
Jack Evans	Garnant		
Allan Stanley	Timmins	48.477266	-81.331374
Doug McKay	Hamilton	43.253309	-109.868105
Don Smith	Regina	50.454439	-104.605965
Barton Bradley	Fort William	48.345006	-89.34821
Gordon Haidy	Windsor	42.314259	-83.037386
Silvio "Sam" Bettio	Copper Cliff	46.47538	-81.069033
Bob Frampton	Toronto	43.652976	-79.382856
